================ Training Loss (Tue Mar 17 09:05:23 2026) ================
(epoch: 1, iters: 0, time: 0.358, data: 0.004) G_A: 1.029 G_B: 27.482 D_A: 2.097 D_B: 9.047 cycle_A: 34.335 cycle_B: 30.519 feedback_A: 16.534 feedback_B: 17.498 idt_A: 8.282 idt_B: 8.907 
(epoch: 2, iters: 80, time: 0.007, data: 0.001) G_A: 5.086 G_B: 1.692 D_A: 8.102 D_B: 16.754 cycle_A: 3.972 cycle_B: 2.986 feedback_A: 8.055 feedback_B: 8.193 idt_A: 1.570 idt_B: 2.156 
(epoch: 2, iters: 90, time: 0.007, data: 0.001) G_A: 45.815 G_B: 0.843 D_A: 18.220 D_B: 28.107 cycle_A: 4.795 cycle_B: 4.816 feedback_A: 8.473 feedback_B: 7.770 idt_A: 2.314 idt_B: 1.822 
(epoch: 3, iters: 0, time: 0.008, data: 0.001) G_A: 43.328 G_B: 1.473 D_A: 27.036 D_B: 6.564 cycle_A: 5.438 cycle_B: 2.766 feedback_A: 8.060 feedback_B: 7.882 idt_A: 1.863 idt_B: 1.472 
(epoch: 3, iters: 10, time: 0.007, data: 0.001) G_A: 8.562 G_B: 1.982 D_A: 11.613 D_B: 3.807 cycle_A: 4.399 cycle_B: 3.407 feedback_A: 7.996 feedback_B: 8.572 idt_A: 1.269 idt_B: 1.871 
(epoch: 3, iters: 20, time: 0.007, data: 0.001) G_A: 9.277 G_B: 0.013 D_A: 4.184 D_B: 0.678 cycle_A: 3.917 cycle_B: 2.215 feedback_A: 8.081 feedback_B: 7.947 idt_A: 1.292 idt_B: 1.568 
(epoch: 3, iters: 30, time: 0.007, data: 0.001) G_A: 3.008 G_B: 14.201 D_A: 1.637 D_B: 6.876 cycle_A: 2.920 cycle_B: 3.954 feedback_A: 7.463 feedback_B: 7.920 idt_A: 1.160 idt_B: 1.533 
(epoch: 3, iters: 40, time: 0.007, data: 0.001) G_A: 3.625 G_B: 0.145 D_A: 4.511 D_B: 9.555 cycle_A: 3.464 cycle_B: 2.198 feedback_A: 8.001 feedback_B: 7.724 idt_A: 1.156 idt_B: 1.793 
(epoch: 3, iters: 50, time: 0.007, data: 0.001) G_A: 1.885 G_B: 0.548 D_A: 8.103 D_B: 5.522 cycle_A: 2.850 cycle_B: 2.533 feedback_A: 8.003 feedback_B: 7.714 idt_A: 1.420 idt_B: 1.307 
(epoch: 3, iters: 60, time: 0.007, data: 0.001) G_A: 0.057 G_B: 37.397 D_A: 3.952 D_B: 13.534 cycle_A: 3.658 cycle_B: 2.185 feedback_A: 7.943 feedback_B: 7.773 idt_A: 1.110 idt_B: 1.836 
(epoch: 3, iters: 70, time: 0.008, data: 0.001) G_A: 2.757 G_B: 1.342 D_A: 28.280 D_B: 37.667 cycle_A: 2.993 cycle_B: 2.107 feedback_A: 8.258 feedback_B: 7.627 idt_A: 1.154 idt_B: 1.491 
(epoch: 3, iters: 80, time: 0.008, data: 0.001) G_A: 2.818 G_B: 0.055 D_A: 22.295 D_B: 18.177 cycle_A: 5.414 cycle_B: 2.124 feedback_A: 8.190 feedback_B: 7.858 idt_A: 1.463 idt_B: 1.617 
(epoch: 3, iters: 90, time: 0.007, data: 0.001) G_A: 3.326 G_B: 111.045 D_A: 7.875 D_B: 47.174 cycle_A: 5.918 cycle_B: 4.805 feedback_A: 8.100 feedback_B: 8.357 idt_A: 2.149 idt_B: 2.266 
(epoch: 4, iters: 0, time: 0.007, data: 0.001) G_A: 1.979 G_B: 52.743 D_A: 17.031 D_B: 31.767 cycle_A: 6.559 cycle_B: 6.538 feedback_A: 7.905 feedback_B: 8.167 idt_A: 1.870 idt_B: 2.474 
(epoch: 4, iters: 10, time: 0.007, data: 0.001) G_A: 7.366 G_B: 32.954 D_A: 22.612 D_B: 11.330 cycle_A: 5.589 cycle_B: 4.865 feedback_A: 8.038 feedback_B: 8.210 idt_A: 1.870 idt_B: 1.972 
(epoch: 4, iters: 20, time: 0.007, data: 0.001) G_A: 28.575 G_B: 2.307 D_A: 20.325 D_B: 19.624 cycle_A: 6.717 cycle_B: 3.867 feedback_A: 8.573 feedback_B: 8.051 idt_A: 2.281 idt_B: 1.496 
(epoch: 4, iters: 30, time: 0.007, data: 0.001) G_A: 14.337 G_B: 0.165 D_A: 3.947 D_B: 0.206 cycle_A: 4.738 cycle_B: 2.618 feedback_A: 8.335 feedback_B: 8.637 idt_A: 1.853 idt_B: 1.724 
(epoch: 4, iters: 40, time: 0.007, data: 0.001) G_A: 3.187 G_B: 0.358 D_A: 3.911 D_B: 0.158 cycle_A: 4.715 cycle_B: 3.087 feedback_A: 7.703 feedback_B: 8.055 idt_A: 1.813 idt_B: 1.437 
(epoch: 4, iters: 50, time: 0.007, data: 0.001) G_A: 5.401 G_B: 0.679 D_A: 1.773 D_B: 1.854 cycle_A: 3.168 cycle_B: 3.427 feedback_A: 7.837 feedback_B: 7.891 idt_A: 1.390 idt_B: 1.531 
(epoch: 4, iters: 60, time: 0.008, data: 0.001) G_A: 0.745 G_B: 0.113 D_A: 0.170 D_B: 2.860 cycle_A: 2.483 cycle_B: 2.236 feedback_A: 7.848 feedback_B: 7.678 idt_A: 1.194 idt_B: 1.450 
(epoch: 4, iters: 70, time: 0.007, data: 0.001) G_A: 5.531 G_B: 0.265 D_A: 0.966 D_B: 2.288 cycle_A: 2.562 cycle_B: 2.491 feedback_A: 7.934 feedback_B: 7.709 idt_A: 1.418 idt_B: 1.397 
(epoch: 4, iters: 80, time: 0.007, data: 0.001) G_A: 4.240 G_B: 3.440 D_A: 5.917 D_B: 0.632 cycle_A: 4.687 cycle_B: 3.254 feedback_A: 8.116 feedback_B: 7.713 idt_A: 1.397 idt_B: 1.705 
(epoch: 4, iters: 90, time: 0.007, data: 0.001) G_A: 0.090 G_B: 3.678 D_A: 1.579 D_B: 1.324 cycle_A: 3.756 cycle_B: 2.842 feedback_A: 8.197 feedback_B: 7.571 idt_A: 1.719 idt_B: 1.716 
(epoch: 5, iters: 0, time: 0.007, data: 0.001) G_A: 98.373 G_B: 1.100 D_A: 61.760 D_B: 6.586 cycle_A: 6.467 cycle_B: 2.425 feedback_A: 7.665 feedback_B: 8.508 idt_A: 1.853 idt_B: 2.379 
(epoch: 5, iters: 10, time: 0.007, data: 0.001) G_A: 0.007 G_B: 0.207 D_A: 1.081 D_B: 1.422 cycle_A: 2.477 cycle_B: 2.631 feedback_A: 8.037 feedback_B: 7.361 idt_A: 1.612 idt_B: 1.224 
(epoch: 5, iters: 20, time: 0.007, data: 0.001) G_A: 0.421 G_B: 0.527 D_A: 0.083 D_B: 0.560 cycle_A: 2.150 cycle_B: 2.225 feedback_A: 7.665 feedback_B: 7.277 idt_A: 1.292 idt_B: 1.193 
(epoch: 5, iters: 30, time: 0.007, data: 0.001) G_A: 0.001 G_B: 0.174 D_A: 0.565 D_B: 12.625 cycle_A: 3.122 cycle_B: 1.530 feedback_A: 7.865 feedback_B: 7.616 idt_A: 0.901 idt_B: 1.529 
(epoch: 5, iters: 40, time: 0.007, data: 0.001) G_A: 2.199 G_B: 0.040 D_A: 0.136 D_B: 0.835 cycle_A: 3.105 cycle_B: 1.926 feedback_A: 7.449 feedback_B: 6.802 idt_A: 1.020 idt_B: 1.718 
(epoch: 5, iters: 50, time: 0.007, data: 0.001) G_A: 0.102 G_B: 0.513 D_A: 0.631 D_B: 2.090 cycle_A: 2.295 cycle_B: 2.889 feedback_A: 7.655 feedback_B: 6.365 idt_A: 1.492 idt_B: 1.188 
(epoch: 5, iters: 60, time: 0.007, data: 0.001) G_A: 31.315 G_B: 0.615 D_A: 10.569 D_B: 2.961 cycle_A: 4.832 cycle_B: 3.735 feedback_A: 8.502 feedback_B: 7.288 idt_A: 1.897 idt_B: 1.929 
(epoch: 5, iters: 70, time: 0.007, data: 0.001) G_A: 216.744 G_B: 1.244 D_A: 95.109 D_B: 2.513 cycle_A: 8.861 cycle_B: 6.393 feedback_A: 8.439 feedback_B: 9.532 idt_A: 2.743 idt_B: 1.975 
(epoch: 5, iters: 80, time: 0.007, data: 0.001) G_A: 0.399 G_B: 0.570 D_A: 1.394 D_B: 6.600 cycle_A: 4.071 cycle_B: 3.332 feedback_A: 8.360 feedback_B: 8.170 idt_A: 1.447 idt_B: 1.841 
(epoch: 5, iters: 90, time: 0.007, data: 0.001) G_A: 0.000 G_B: 0.511 D_A: 0.625 D_B: 6.620 cycle_A: 2.368 cycle_B: 2.374 feedback_A: 7.972 feedback_B: 7.538 idt_A: 1.000 idt_B: 1.434 
(epoch: 6, iters: 0, time: 0.007, data: 0.001) G_A: 0.838 G_B: 0.564 D_A: 1.914 D_B: 0.795 cycle_A: 3.602 cycle_B: 3.283 feedback_A: 8.252 feedback_B: 6.751 idt_A: 1.589 idt_B: 1.339 
(epoch: 6, iters: 10, time: 0.007, data: 0.001) G_A: 0.072 G_B: 1.707 D_A: 0.669 D_B: 3.596 cycle_A: 2.046 cycle_B: 3.537 feedback_A: 7.728 feedback_B: 6.973 idt_A: 0.952 idt_B: 1.366 
(epoch: 6, iters: 20, time: 0.007, data: 0.001) G_A: 0.127 G_B: 0.567 D_A: 1.035 D_B: 24.354 cycle_A: 2.756 cycle_B: 3.140 feedback_A: 7.515 feedback_B: 6.735 idt_A: 1.223 idt_B: 1.461 
(epoch: 6, iters: 30, time: 0.007, data: 0.001) G_A: 0.225 G_B: 0.749 D_A: 1.127 D_B: 2.275 cycle_A: 2.540 cycle_B: 2.630 feedback_A: 7.667 feedback_B: 6.725 idt_A: 1.135 idt_B: 1.365 
(epoch: 6, iters: 40, time: 0.007, data: 0.001) G_A: 0.134 G_B: 4.606 D_A: 0.946 D_B: 6.857 cycle_A: 2.923 cycle_B: 2.663 feedback_A: 7.413 feedback_B: 6.778 idt_A: 1.033 idt_B: 1.568 
(epoch: 6, iters: 50, time: 0.007, data: 0.001) G_A: 0.703 G_B: 1.063 D_A: 0.235 D_B: 0.174 cycle_A: 2.346 cycle_B: 3.767 feedback_A: 7.613 feedback_B: 6.696 idt_A: 0.844 idt_B: 1.356 
(epoch: 6, iters: 60, time: 0.007, data: 0.001) G_A: 0.012 G_B: 0.393 D_A: 0.396 D_B: 2.827 cycle_A: 2.818 cycle_B: 2.421 feedback_A: 8.150 feedback_B: 6.525 idt_A: 1.402 idt_B: 1.099 
(epoch: 6, iters: 70, time: 0.007, data: 0.001) G_A: 294.682 G_B: 1.183 D_A: 246.667 D_B: 6.326 cycle_A: 4.265 cycle_B: 7.243 feedback_A: 7.252 feedback_B: 6.526 idt_A: 1.291 idt_B: 2.316 
(epoch: 6, iters: 80, time: 0.007, data: 0.001) G_A: 2.759 G_B: 13.613 D_A: 0.492 D_B: 11.156 cycle_A: 4.770 cycle_B: 5.745 feedback_A: 7.707 feedback_B: 7.683 idt_A: 1.535 idt_B: 2.398 
(epoch: 6, iters: 90, time: 0.008, data: 0.001) G_A: 0.000 G_B: 0.000 D_A: 0.894 D_B: 1.627 cycle_A: 6.542 cycle_B: 3.247 feedback_A: 8.010 feedback_B: 8.388 idt_A: 2.282 idt_B: 1.948 
(epoch: 7, iters: 0, time: 0.007, data: 0.001) G_A: 0.532 G_B: 1.071 D_A: 0.096 D_B: 0.032 cycle_A: 4.226 cycle_B: 2.472 feedback_A: 8.267 feedback_B: 7.340 idt_A: 1.590 idt_B: 1.706 
(epoch: 7, iters: 10, time: 0.007, data: 0.001) G_A: 0.005 G_B: 0.845 D_A: 1.078 D_B: 2.391 cycle_A: 2.112 cycle_B: 2.731 feedback_A: 7.938 feedback_B: 6.935 idt_A: 1.551 idt_B: 1.291 
(epoch: 7, iters: 20, time: 0.007, data: 0.001) G_A: 0.027 G_B: 4.515 D_A: 1.177 D_B: 3.848 cycle_A: 2.798 cycle_B: 3.711 feedback_A: 7.408 feedback_B: 7.111 idt_A: 1.070 idt_B: 1.437 
(epoch: 7, iters: 30, time: 0.007, data: 0.001) G_A: 0.219 G_B: 0.612 D_A: 0.142 D_B: 0.786 cycle_A: 2.243 cycle_B: 2.237 feedback_A: 7.505 feedback_B: 7.172 idt_A: 1.006 idt_B: 1.237 
(epoch: 7, iters: 40, time: 0.007, data: 0.001) G_A: 14.603 G_B: 6.627 D_A: 12.138 D_B: 10.746 cycle_A: 2.882 cycle_B: 5.422 feedback_A: 7.957 feedback_B: 7.326 idt_A: 1.279 idt_B: 1.187 
(epoch: 7, iters: 50, time: 0.007, data: 0.001) G_A: 0.189 G_B: 0.376 D_A: 1.058 D_B: 0.929 cycle_A: 3.929 cycle_B: 2.436 feedback_A: 8.055 feedback_B: 7.427 idt_A: 1.447 idt_B: 1.556 
(epoch: 7, iters: 60, time: 0.008, data: 0.001) G_A: 0.585 G_B: 0.330 D_A: 0.030 D_B: 3.140 cycle_A: 3.903 cycle_B: 2.174 feedback_A: 7.646 feedback_B: 6.874 idt_A: 1.217 idt_B: 1.044 
(epoch: 7, iters: 70, time: 0.007, data: 0.001) G_A: 0.232 G_B: 1.239 D_A: 0.143 D_B: 0.078 cycle_A: 2.656 cycle_B: 1.506 feedback_A: 8.052 feedback_B: 7.109 idt_A: 0.887 idt_B: 1.466 
(epoch: 7, iters: 80, time: 0.007, data: 0.001) G_A: 2.432 G_B: 0.674 D_A: 3.575 D_B: 0.039 cycle_A: 2.527 cycle_B: 1.966 feedback_A: 8.625 feedback_B: 6.942 idt_A: 1.190 idt_B: 1.261 
(epoch: 7, iters: 90, time: 0.007, data: 0.001) G_A: 9.730 G_B: 0.707 D_A: 8.977 D_B: 1.346 cycle_A: 3.048 cycle_B: 2.156 feedback_A: 8.252 feedback_B: 7.050 idt_A: 1.331 idt_B: 1.351 
(epoch: 8, iters: 0, time: 0.007, data: 0.001) G_A: 0.423 G_B: 1.335 D_A: 0.119 D_B: 0.605 cycle_A: 2.337 cycle_B: 1.942 feedback_A: 7.930 feedback_B: 7.059 idt_A: 0.824 idt_B: 1.252 
(epoch: 8, iters: 10, time: 0.007, data: 0.001) G_A: 0.872 G_B: 0.523 D_A: 0.004 D_B: 3.635 cycle_A: 2.403 cycle_B: 2.006 feedback_A: 8.058 feedback_B: 6.680 idt_A: 1.104 idt_B: 1.016 
(epoch: 8, iters: 20, time: 0.007, data: 0.001) G_A: 0.002 G_B: 0.397 D_A: 0.543 D_B: 1.849 cycle_A: 2.187 cycle_B: 2.574 feedback_A: 8.280 feedback_B: 6.752 idt_A: 0.900 idt_B: 1.359 
(epoch: 8, iters: 30, time: 0.007, data: 0.001) G_A: 0.702 G_B: 0.406 D_A: 0.024 D_B: 0.242 cycle_A: 2.212 cycle_B: 3.196 feedback_A: 8.257 feedback_B: 6.919 idt_A: 1.264 idt_B: 1.190 
(epoch: 8, iters: 40, time: 0.007, data: 0.001) G_A: 0.892 G_B: 2.618 D_A: 0.083 D_B: 0.451 cycle_A: 3.055 cycle_B: 2.396 feedback_A: 8.105 feedback_B: 6.556 idt_A: 1.177 idt_B: 0.959 
(epoch: 8, iters: 50, time: 0.007, data: 0.001) G_A: 0.124 G_B: 0.624 D_A: 0.220 D_B: 2.134 cycle_A: 4.325 cycle_B: 2.306 feedback_A: 8.370 feedback_B: 7.298 idt_A: 0.963 idt_B: 1.148 
(epoch: 8, iters: 60, time: 0.008, data: 0.001) G_A: 0.009 G_B: 0.053 D_A: 0.602 D_B: 0.888 cycle_A: 2.748 cycle_B: 3.909 feedback_A: 7.812 feedback_B: 6.598 idt_A: 1.153 idt_B: 1.340 
(epoch: 8, iters: 70, time: 0.007, data: 0.001) G_A: 0.312 G_B: 4.186 D_A: 0.109 D_B: 2.391 cycle_A: 3.501 cycle_B: 2.965 feedback_A: 7.762 feedback_B: 6.887 idt_A: 1.184 idt_B: 1.508 
(epoch: 8, iters: 80, time: 0.008, data: 0.001) G_A: 872.071 G_B: 2.329 D_A: 407.357 D_B: 6.775 cycle_A: 9.619 cycle_B: 5.991 feedback_A: 7.707 feedback_B: 10.423 idt_A: 3.541 idt_B: 1.815 
(epoch: 8, iters: 90, time: 0.007, data: 0.001) G_A: 0.006 G_B: 0.002 D_A: 0.655 D_B: 0.714 cycle_A: 4.901 cycle_B: 6.753 feedback_A: 7.051 feedback_B: 7.304 idt_A: 1.980 idt_B: 1.899 
(epoch: 9, iters: 0, time: 0.007, data: 0.001) G_A: 0.024 G_B: 0.011 D_A: 0.451 D_B: 1.668 cycle_A: 3.565 cycle_B: 4.918 feedback_A: 7.842 feedback_B: 7.102 idt_A: 1.500 idt_B: 1.432 
(epoch: 9, iters: 10, time: 0.007, data: 0.001) G_A: 7.365 G_B: 1.518 D_A: 2.668 D_B: 0.030 cycle_A: 2.600 cycle_B: 2.384 feedback_A: 8.051 feedback_B: 6.775 idt_A: 1.175 idt_B: 1.038 
(epoch: 9, iters: 20, time: 0.007, data: 0.001) G_A: 0.900 G_B: 0.383 D_A: 1.985 D_B: 0.708 cycle_A: 2.650 cycle_B: 3.377 feedback_A: 7.724 feedback_B: 5.876 idt_A: 1.355 idt_B: 0.992 
(epoch: 9, iters: 30, time: 0.007, data: 0.001) G_A: 0.231 G_B: 0.102 D_A: 0.194 D_B: 0.277 cycle_A: 2.494 cycle_B: 2.721 feedback_A: 7.967 feedback_B: 5.053 idt_A: 1.556 idt_B: 0.965 
(epoch: 9, iters: 40, time: 0.007, data: 0.001) G_A: 0.032 G_B: 0.143 D_A: 0.527 D_B: 3.025 cycle_A: 2.591 cycle_B: 2.687 feedback_A: 7.779 feedback_B: 4.354 idt_A: 1.264 idt_B: 1.031 
(epoch: 9, iters: 50, time: 0.007, data: 0.001) G_A: 16.584 G_B: 2.723 D_A: 6.232 D_B: 4.396 cycle_A: 2.421 cycle_B: 2.135 feedback_A: 7.208 feedback_B: 4.887 idt_A: 1.219 idt_B: 1.236 
(epoch: 9, iters: 60, time: 0.007, data: 0.001) G_A: 0.543 G_B: 1.472 D_A: 1.682 D_B: 0.681 cycle_A: 3.437 cycle_B: 5.256 feedback_A: 8.246 feedback_B: 5.720 idt_A: 1.835 idt_B: 1.143 
(epoch: 9, iters: 70, time: 0.007, data: 0.001) G_A: 0.116 G_B: 0.302 D_A: 0.272 D_B: 3.764 cycle_A: 2.387 cycle_B: 3.693 feedback_A: 7.739 feedback_B: 4.836 idt_A: 1.475 idt_B: 1.113 
(epoch: 9, iters: 80, time: 0.008, data: 0.001) G_A: 0.023 G_B: 0.587 D_A: 0.466 D_B: 1.581 cycle_A: 3.580 cycle_B: 4.287 feedback_A: 8.303 feedback_B: 5.138 idt_A: 1.238 idt_B: 1.847 
(epoch: 9, iters: 90, time: 0.007, data: 0.001) G_A: 0.364 G_B: 0.376 D_A: 0.103 D_B: 0.643 cycle_A: 2.655 cycle_B: 2.130 feedback_A: 7.938 feedback_B: 5.015 idt_A: 1.052 idt_B: 1.451 
(epoch: 10, iters: 0, time: 0.007, data: 0.001) G_A: 1.610 G_B: 0.339 D_A: 2.598 D_B: 2.882 cycle_A: 4.528 cycle_B: 1.841 feedback_A: 8.219 feedback_B: 5.028 idt_A: 1.154 idt_B: 1.476 
(epoch: 10, iters: 10, time: 0.007, data: 0.001) G_A: 0.836 G_B: 0.111 D_A: 0.007 D_B: 0.890 cycle_A: 2.572 cycle_B: 2.439 feedback_A: 7.577 feedback_B: 5.038 idt_A: 1.039 idt_B: 1.239 
(epoch: 10, iters: 20, time: 0.007, data: 0.001) G_A: 0.038 G_B: 0.137 D_A: 0.783 D_B: 1.092 cycle_A: 3.202 cycle_B: 3.717 feedback_A: 7.275 feedback_B: 5.105 idt_A: 1.250 idt_B: 1.098 
(epoch: 10, iters: 30, time: 0.007, data: 0.001) G_A: 0.437 G_B: 0.334 D_A: 0.100 D_B: 1.388 cycle_A: 2.997 cycle_B: 3.181 feedback_A: 7.568 feedback_B: 5.692 idt_A: 1.251 idt_B: 1.252 
(epoch: 10, iters: 40, time: 0.007, data: 0.001) G_A: 0.117 G_B: 0.613 D_A: 0.901 D_B: 0.501 cycle_A: 2.212 cycle_B: 2.037 feedback_A: 7.295 feedback_B: 4.991 idt_A: 1.086 idt_B: 1.003 
(epoch: 10, iters: 50, time: 0.007, data: 0.001) G_A: 0.062 G_B: 0.013 D_A: 0.304 D_B: 0.579 cycle_A: 2.989 cycle_B: 3.184 feedback_A: 7.162 feedback_B: 5.054 idt_A: 1.168 idt_B: 1.247 
(epoch: 10, iters: 60, time: 0.007, data: 0.001) G_A: 0.025 G_B: 0.458 D_A: 0.385 D_B: 0.991 cycle_A: 3.558 cycle_B: 3.527 feedback_A: 6.635 feedback_B: 5.486 idt_A: 1.173 idt_B: 1.637 
(epoch: 10, iters: 70, time: 0.007, data: 0.001) G_A: 2.008 G_B: 5.620 D_A: 0.373 D_B: 2.348 cycle_A: 2.537 cycle_B: 2.181 feedback_A: 7.037 feedback_B: 4.918 idt_A: 1.141 idt_B: 0.983 
(epoch: 10, iters: 80, time: 0.007, data: 0.001) G_A: 0.557 G_B: 0.325 D_A: 0.492 D_B: 0.240 cycle_A: 5.148 cycle_B: 2.028 feedback_A: 7.162 feedback_B: 6.709 idt_A: 1.247 idt_B: 1.190 
(epoch: 10, iters: 90, time: 0.007, data: 0.001) G_A: 0.780 G_B: 0.394 D_A: 0.595 D_B: 0.830 cycle_A: 2.111 cycle_B: 2.021 feedback_A: 7.016 feedback_B: 5.034 idt_A: 1.192 idt_B: 1.093 
(epoch: 11, iters: 0, time: 0.010, data: 0.003) G_A: 1.883 G_B: 0.207 D_A: 2.971 D_B: 2.536 cycle_A: 3.475 cycle_B: 2.286 feedback_A: 7.899 feedback_B: 5.687 idt_A: 1.014 idt_B: 1.325 
(epoch: 11, iters: 10, time: 0.008, data: 0.001) G_A: 1.789 G_B: 2.320 D_A: 0.227 D_B: 30.414 cycle_A: 2.541 cycle_B: 5.651 feedback_A: 7.851 feedback_B: 5.050 idt_A: 1.149 idt_B: 1.075 
(epoch: 11, iters: 20, time: 0.008, data: 0.001) G_A: 1.840 G_B: 0.248 D_A: 2.787 D_B: 1.220 cycle_A: 3.731 cycle_B: 2.701 feedback_A: 7.449 feedback_B: 5.104 idt_A: 1.279 idt_B: 1.035 
(epoch: 11, iters: 30, time: 0.008, data: 0.001) G_A: 2.147 G_B: 0.744 D_A: 3.050 D_B: 0.755 cycle_A: 6.005 cycle_B: 2.381 feedback_A: 7.480 feedback_B: 5.558 idt_A: 1.510 idt_B: 1.255 
(epoch: 11, iters: 40, time: 0.007, data: 0.001) G_A: 0.001 G_B: 0.883 D_A: 0.492 D_B: 0.134 cycle_A: 2.400 cycle_B: 1.517 feedback_A: 6.906 feedback_B: 4.508 idt_A: 0.844 idt_B: 0.937 
(epoch: 11, iters: 50, time: 0.008, data: 0.001) G_A: 2.020 G_B: 0.238 D_A: 2.941 D_B: 1.232 cycle_A: 4.560 cycle_B: 3.560 feedback_A: 7.785 feedback_B: 5.323 idt_A: 0.987 idt_B: 1.384 
(epoch: 11, iters: 60, time: 0.008, data: 0.001) G_A: 0.312 G_B: 0.961 D_A: 0.181 D_B: 0.002 cycle_A: 2.382 cycle_B: 3.411 feedback_A: 8.167 feedback_B: 4.560 idt_A: 1.413 idt_B: 1.182 
